symbol,date,open,high,low,close,volume,adjclose,splits
NRBO,2016-08-04 20:00:00-04:00,55500.0,55800.0,51000.0,55200.0,112,55200.0,0.0
NRBO,2016-08-07 20:00:00-04:00,56700.0,56700.0,53280.0,53280.0,6,53280.0,0.0
NRBO,2016-08-08 20:00:00-04:00,54000.0,54000.0,52980.0,53760.0,2,53760.0,0.0
NRBO,2016-08-09 20:00:00-04:00,53880.0,56286.0,52980.0,56040.0,6,56040.0,0.0
NRBO,2016-08-10 20:00:00-04:00,60000.0,60000.0,52800.0,53220.0,11,53220.0,0.0
NRBO,2016-08-11 20:00:00-04:00,57000.0,57660.0,52860.0,57132.0,6,57132.0,0.0
NRBO,2016-08-14 20:00:00-04:00,58428.0,63000.0,57474.0,60720.0,14,60720.0,0.0
NRBO,2016-08-15 20:00:00-04:00,58020.0,61188.0,57720.0,59940.0,10,59940.0,0.0
NRBO,2016-08-16 20:00:00-04:00,60096.0,60840.0,55860.0,60000.0,10,60000.0,0.0
NRBO,2016-08-17 20:00:00-04:00,60060.0,60600.0,54060.0,60300.0,5,60300.0,0.0
NRBO,2016-08-18 20:00:00-04:00,61200.0,61200.0,60180.0,60180.0,2,60180.0,0.0
NRBO,2016-08-21 20:00:00-04:00,60000.0,60600.0,60000.0,60000.0,5,60000.0,0.0
NRBO,2016-08-22 20:00:00-04:00,60000.0,61500.0,60000.0,60780.0,4,60780.0,0.0
NRBO,2016-08-23 20:00:00-04:00,63000.0,63000.0,61200.0,61200.0,1,61200.0,0.0
NRBO,2016-08-24 20:00:00-04:00,63000.0,63000.0,60600.0,60660.0,1,60660.0,0.0
NRBO,2016-08-25 20:00:00-04:00,61440.0,61500.0,60060.0,60840.0,2,60840.0,0.0
NRBO,2016-08-28 20:00:00-04:00,60420.0,60900.0,59820.0,60900.0,3,60900.0,0.0
NRBO,2016-08-29 20:00:00-04:00,62940.0,71880.0,62394.0,67800.0,31,67800.0,0.0
NRBO,2016-08-30 20:00:00-04:00,72000.0,83880.0,71784.0,79440.0,83,79440.0,0.0
NRBO,2016-08-31 20:00:00-04:00,78480.0,83220.0,78360.0,80700.0,11,80700.0,0.0
NRBO,2016-09-01 20:00:00-04:00,78660.0,81000.0,78660.0,79380.0,5,79380.0,0.0
