date,CIVB_Open,CIVB_High,CIVB_Low,CIVB_Close,CIVB_Volume,CIVB_Dividends,CIVB_Stock Splits
1994-05-12 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-13 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-16 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-17 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-18 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-19 00:00:00+00:00,16.875,17.125,16.875,8.095192909240723,800,0.0,
1994-05-20 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-23 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-24 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-25 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-26 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-27 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-05-31 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-06-01 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,1600,0.0,
1994-06-02 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,5600,0.0,
1994-06-03 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-06-06 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-06-07 00:00:00+00:00,17.125,17.125,17.125,8.095192909240723,0,0.0,
1994-06-08 00:00:00+00:00,17.125,17.375,17.125,8.213371276855469,10000,0.0,
1994-06-09 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-10 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-13 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-14 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-15 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-16 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-17 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-20 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-21 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-22 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-23 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-24 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-27 00:00:00+00:00,17.375,17.375,17.375,8.213371276855469,0,0.0,
1994-06-28 00:00:00+00:00,15.875,15.875,15.875,7.50430154800415,1600,0.0,
1994-06-29 00:00:00+00:00,15.875,15.875,15.875,7.50430154800415,0,0.0,
1994-06-30 00:00:00+00:00,15.875,15.875,15.875,7.50430154800415,0,0.0,
1994-07-01 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,4800,0.0,
1994-07-05 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-06 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-07 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-08 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,2000,0.0,
1994-07-11 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-12 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-13 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,1600,0.0,
1994-07-14 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,1200,0.0,
1994-07-15 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-18 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-19 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-20 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-21 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-22 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-25 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-26 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-27 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-28 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-07-29 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-01 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-02 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-03 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-04 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-05 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-08 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-09 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-10 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-11 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-12 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-15 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-16 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-17 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-18 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-19 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-22 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-23 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-24 00:00:00+00:00,15.125,15.125,15.125,7.149770736694336,0,0.0,
1994-08-25 00:00:00+00:00,17.0625,17.0625,17.0625,8.065650939941406,1200,0.0,
1994-08-26 00:00:00+00:00,17.0625,17.0625,17.0625,8.065650939941406,0,0.0,
1994-08-29 00:00:00+00:00,17.0625,17.0625,17.0625,8.065650939941406,0,0.0,
1994-08-30 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,1600,0.0,
1994-08-31 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-01 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-02 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-06 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-07 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-08 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-09 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-12 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-13 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-14 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-15 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-16 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-19 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-20 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-21 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-22 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-23 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-26 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-27 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-28 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-29 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-09-30 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-10-03 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-10-04 00:00:00+00:00,17.9375,17.9375,17.9375,8.47927188873291,0,0.0,
1994-10-05 00:00:00+00:00,18.0,18.0,18.0,8.508814811706543,8000,0.0,
1994-10-06 00:00:00+00:00,18.0,18.25,18.0,8.626997947692871,8800,0.0,
1994-10-07 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,2800,0.0,
1994-10-10 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,1200,0.0,
1994-10-11 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-12 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-13 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-14 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-17 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-18 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-19 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-20 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-21 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-24 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1994-10-25 00:00:00+00:00,18.0625,18.09375,18.0625,8.553136825561523,27600,0.0,
1994-10-26 00:00:00+00:00,18.09375,18.34375,18.09375,8.67131233215332,10000,0.0,
1994-10-27 00:00:00+00:00,18.34375,18.34375,18.34375,8.67131233215332,0,0.0,
1994-10-28 00:00:00+00:00,18.34375,18.34375,18.34375,8.67131233215332,0,0.0,
1994-10-31 00:00:00+00:00,18.09375,18.09375,18.09375,8.553136825561523,400,0.0,
1994-11-01 00:00:00+00:00,18.09375,18.09375,18.09375,8.553136825561523,0,0.0,
1994-11-02 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,1600,0.0,
1994-11-03 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,800,0.0,
1994-11-04 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-07 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-08 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,400,0.0,
1994-11-09 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,1200,0.0,
1994-11-10 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-11 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-14 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-15 00:00:00+00:00,18.125,18.4375,18.125,8.56790542602539,1600,0.0,
1994-11-16 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-17 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-18 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-21 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-22 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-23 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-25 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-28 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-29 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-11-30 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-01 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-02 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-05 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-06 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-07 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-08 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-09 00:00:00+00:00,18.125,18.125,18.125,8.56790542602539,0,0.0,
1994-12-12 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,2400,0.0,
1994-12-13 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-14 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,800,0.0,
1994-12-15 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-16 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-19 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-20 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-21 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-22 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-23 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-27 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-28 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-29 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1994-12-30 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-03 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-04 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-05 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-06 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-09 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-10 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-11 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,4800,0.0,
1995-01-12 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-13 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-16 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-17 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-18 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,4800,0.0,
1995-01-19 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,2400,0.0,
1995-01-20 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,800,0.0,
1995-01-23 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-24 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-25 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-26 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-27 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-30 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-01-31 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-01 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-02 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-03 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-06 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-07 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-08 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-09 00:00:00+00:00,18.1875,18.1875,18.1875,8.597451210021973,0,0.0,
1995-02-10 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,4000,0.0,
1995-02-13 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-14 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-15 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-16 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-17 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-21 00:00:00+00:00,18.25,18.25,18.25,8.626997947692871,0,0.0,
1995-02-22 00:00:00+00:00,18.375,18.375,18.375,8.68608283996582,4400,0.0,
1995-02-23 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,4000,0.0,
1995-02-24 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-02-27 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-02-28 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-01 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-02 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-03 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-06 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-07 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-08 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-09 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-10 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-13 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-14 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,800,0.0,
1995-03-15 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-16 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-17 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,5200,0.0,
1995-03-20 00:00:00+00:00,19.0625,19.0625,18.8125,8.892899513244629,4000,0.0,
1995-03-21 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-22 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-23 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-24 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-27 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,2000,0.0,
1995-03-28 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-29 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-30 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-03-31 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-03 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-04 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-05 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-06 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-07 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-10 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-11 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-12 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-13 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-17 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-18 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-19 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-20 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-21 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-24 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-25 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-26 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-27 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-04-28 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-01 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-02 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-03 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-04 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-05 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-08 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-09 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-10 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-11 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-12 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-15 00:00:00+00:00,18.8125,18.8125,18.8125,8.892899513244629,0,0.0,
1995-05-16 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,800,0.0,
1995-05-17 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,800,0.0,
1995-05-18 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-19 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-22 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-23 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-24 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-25 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-26 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-30 00:00:00+00:00,19.0,19.0,19.0,8.981528282165527,0,0.0,
1995-05-31 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,400,0.0,
1995-06-01 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-02 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-05 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-06 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-07 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-08 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-09 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-12 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,2400,0.0,
1995-06-13 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-14 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-15 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-16 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
1995-06-19 00:00:00+00:00,19.0625,19.0625,19.0625,9.011075019836426,0,0.0,
